station_code,lon,lat
S130634,116.123,39.011
S130635,116.09,38.982
S131015,116.417,39.124
S131016,116.382,39.126
S131017,116.352,39.154
S130930,116.81,38.589
S130931,116.804,38.574
S130309,118.933,40.403
S130310,118.952,40.418
S130636,115.15,38.85
S130637,115.111,38.836
S131122,115.718,38.228
S131123,115.735,38.23
S130432,115.3,36.541
S130433,115.271,36.548
S131018,117.016,39.77
S131019,116.997,39.758
S130434,114.798,36.566
S130638,115.9,39.32
S130639,115.782,38.682
S130640,115.764,38.692
S130435,114.935,36.334
S130436,114.926,36.347
S130437,114.879,36.918
S130438,114.851,36.9
S130932,117.365,38.375
S130933,117.337,38.377
S130641,115.814,39.269
S130642,115.479,39.347
S130643,115.713,39.393
S130644,114.698,39.359
S130645,115.88,39.332
S131020,117.085,39.988
S411001,113.4948972,33.87138889
S410401,113.0592551,33.83647913
S410101,113.7455556,34.39666667
S410301,111.6371119,33.78299151
S411601,114.4009444,34.06741667
S410302,111.6133333,33.79083333
S410601,114.1624913,35.63525897
S411401,0,0
S410501,113.8333333,36.06194444
S410303,111.6788889,34.37166667
S410502,113.8211111,36.09194444
S410304,111.7102778,33.79388889
S411201,111.0485573,34.04847633
S410305,112.075811,34.12467943
S410306,112.0684722,34.11291667
S411301,113.3963056,32.36519444
S410307,112.2439167,34.26713889
S411302,112.4415556,33.50175
S411303,112.4163611,33.50822222
S411304,111.4955556,33.14472222
S411305,111.5364444,33.10902778
S411202,111.086175,34.060689
S411203,110.890944,34.51772161
S411204,111.8819444,34.74416667
S410308,112.1519,34.5394
S410402,112.9226604,33.70985522
S410403,112.8843754,33.9053944
S411205,110.87,34.5125
S411206,111.8408333,34.75444444
S411501,114.8708333,31.61083333
S411207,111.0374391,34.05158328
S411208,110.9474087,34.5373885
S411209,111.1858333,34.79166667
S411306,113.4423333,32.36661111
S410309,111.6478944,34.39730045
S410310,112.4807517,34.13730052
S411502,114.8780556,31.67583333
S410102,113.0252778,34.47111111
S410404,112.8938888,33.8644444
S411307,112.4408889,33.4605
S411308,111.51175,33.33091667
S411701,114.25271,33.27753
S411702,114.01963,32.81743
S410311,112.3161,34.5635
S411503,114.9084231,31.97982027
S411602,115.4044444,34.23055556
S411309,112.8015556,32.68911111
S411504,115.4283333,32.45555556
S410312,112.4380938,34.83064909
S410313,112.2947083,34.68926944
S410405,113.5152778,33.29833333
S410801,113.069,35.16301
S410314,112.1254889,34.72517778
S411801,112.584,35.092
S411802,112.6,35.1
S410103,113.3747222,34.78805556
S411803,112.633,35.068
S411505,115.3983333,32.47666667
S411703,114.3243,33.00805
S411704,114.61599,32.95806
S410503,113.8486914,36.11714478
S411310,111.46625,33.31044444
S411311,112.3536111,32.52277778
S411506,115.032199,32.14725013
S411705,114.63766,32.96512
S410602,114.5475,35.68111111
S410406,0,0
S410104,0,0
S410802,113.0807,35.15129
S410407,113.2075,33.98416667
S411402,115.3057278,34.47500833
S411403,116.1613037,34.22998567
S410603,114.5472222,35.69527778
S411312,112.8478889,32.66013889
S411706,114.35995,32.60278
S410504,114.4069444,35.90888889
S410105,114.0094444,34.72527778
S410803,113.0739382,35.15152872
S411313,111.8631111,33.05888889
S411404,115.3227412,34.10415273
S411507,115.4066667,32.47416667
S410106,113.3725,34.54805556
S410804,113.403662,35.10180243
S411707,114.04862,32.82638
S411508,0,0
S411708,113.99932,32.7973
S410505,0,0
S411709,114.01569,33.14606
S410901,115.1489139,36.06246667
S410315,112.4692313,34.15298017
S411002,113.4903278,34.17131111
S411210,111.8686111,34.74888889
S411314,112.2448333,33.03908333
S411603,114.5320674,33.80581575
S411710,114.25131,33.25802
S411405,115.1777778,34.64861111
S411101,113.9488056,33.80958333
S411509,114.7302778,32.3325
S411406,0,0
S410408,113.3255698,33.60370296
S410107,0,0
S410604,114.5472222,35.69527778
S410805,113.0628,35.17527
S411003,114.1573012,34.1146079
S411102,113.5862778,33.437
S411407,115.2753241,34.07821486
S411315,0,0
S411510,0,0
S410902,115.8673056,35.97047222
S410108,113.3955556,34.54416667
S411408,116.1207219,34.21048601
S411711,114.989814,32.755015
S410903,115.252925,36.09928333
S411604,115.464982,33.873699
S411409,115.3082963,34.46298667
S411605,115.0909276,33.40905837
S411712,113.99223,33.13909
S411606,114.87442,33.47683333
S410409,0,0
S410410,113.5444087,33.28583088
S410806,113.7763694,35.33006111
S410109,113.9719444,34.72083333
S411316,112.36,32.53611111
S410201,0,0
S410506,114.9172222,35.975
S410110,0,0
S410507,114.8902481,35.95884638
S411713,114.3967,32.6036
S411714,114.34359,33.0152
S411715,114.989814,32.755015
S411511,114.509762,32.19775614
S411512,115.4111111,31.785
S410202,0,0
S410605,113.9086111,35.38972222
S410701,113.4384611,35.2226
S410111,113.6404773,34.53801321
S411103,113.9145,33.84072222
S411317,112.9120278,33.03188889
S411513,114.9140679,32.00625361
S410807,113.0788889,34.94694444
S410411,113.080285,33.86623021
S410112,113.7860582,34.39285957
S411318,112.9830556,33.22416667
S411716,114.00152,33.38229
S410702,0,0
S411319,112.8376667,32.68461111
S411410,115.06808,34.44609
S411717,113.28469,32.73225
S411718,114.60361,32.9725
S410113,113.0861111,34.45416667
S410114,113.3008333,34.81305556
S411320,111.8453611,33.03916667
S411514,114.7732828,32.36540783
S411719,113.32322,32.74007
S411720,113.96069,33.14893
S410203,0,0
S410703,113.934444,35.068611
S411321,113.0351667,33.26316667
S410316,112.8016667,34.73805556
S410904,115.0547222,35.72027778
S411322,112.1990278,33.03530556
S410204,114.4596389,34.48891667
S410704,114.1325,35.18638889
S410317,112.3495185,34.73261751
S411607,114.3862778,34.05747222
S411608,115.1679113,33.63920695
S410705,0,0
S410412,112.9782708,33.74184741
S410808,113.461775,35.22523889
S410413,113.3319444,33.625
S411104,113.6126389,33.45627778
S410706,113.679604,35.271484
S410809,112.7798133,34.91971618
S411515,114.7458333,32.35305556
S410508,114.5811111,36.01944444
S410905,115.1284167,35.86955556
S411411,115.8466617,34.41287168
S411516,115.0535058,32.11949694
S411105,113.5998889,33.44180556
S410707,113.707504,35.005628
S410810,112.6903593,34.90132082
S410205,114.18225,34.41233333
S410318,112.4413889,34.41444444
S410115,113.3972222,34.78083333
S410906,115.5455556,35.77777778
S411323,112.9420833,33.0595
S411609,114.3863056,34.02425
S410509,114.9119444,35.95888889
S410708,113.6772222,35.26916667
S410907,115.1284167,35.86955556
S410709,114.3877778,35.05638889
S410710,113.8169,35.1718
S410711,113.943096,35.047836
S410908,115.8425278,35.98644444
S411004,114.1167306,34.08815833
S410811,112.7861111,34.91861111
S411412,115.08946,34.44412
S410206,114.77725,34.55186111
S411413,116.1264296,34.23881014
S411610,114.5538206,33.79050444
S410812,112.9286111,35.0825
S411414,115.0583,34.46249
S411415,115.1561111,34.63222222
S410510,0,0
S410207,114.4568333,34.47605556
S410606,114.1866667,35.60333333
S410712,114.0194,35.2231
S410813,113.6377778,35.23611111
S411611,114.8862267,33.41502833
S411721,113.99987,33.39476
S411005,114.2178417,34.08168333
S411006,113.5007583,33.85278333
S410713,114.4291667,35.03
S410909,0,0
S410208,114.7332306,34.55647222
S410209,114.1962444,34.40713056
S410814,112.8,35.1825
S410714,113.969217,35.218675
S411612,114.5206423,33.77315716
S411007,114.3865833,34.22144444
S411613,114.9020025,33.74640268
S410715,113.9086111,35.38972222
S411008,113.4948972,33.87138889
S411614,114.8594539,34.06347904
S410716,114.0664924,35.30093578
S411615,114.8618889,34.03057222
S411616,115.0733497,33.38844292
S411617,115.1533333,33.64722222
S411618,115.2091667,33.66
S410815,113.2088889,34.90722222
S410910,115.0547222,35.72027778
S410911,115.0298611,35.7096388
S410210,114.19582,34.39049
S410717,114.0933333,35.67666667
S411416,115.1327778,34.61222222
S410718,113.7869444,35.47722222
S411619,114.5985779,33.57126265
S410816,113.0727778,34.94027778
S410719,114.1905556,35.16666667
S411009,113.7609538,34.21257453
S411620,114.6200998,33.56053023
S410912,115.4980556,35.85305556
S411722,114.27357,33.26972
S410913,115.0982778,35.88275
S410720,113.9908333,35.46972222
S410817,113.0748214,34.90089757
S411417,115.8238889,34.40166667
S410721,114.3877778,35.05638889
S410722,114.006549,35.466817
S410723,113.9298566,35.04243403
S410724,114.1325,35.18638889
S411804,0,0
S411805,0,0
S410414,113.3972222,33.705
S410818,112.8,35.1825
S410415,113.0513889,33.87
S410725,113.956654,35.075731
S411010,113.4775833,33.8475
S411517,115.0053888,32.1234207
S410416,113.2245534,33.97583007
S410319,112.7352941,34.69545621
S411723,114.37792,32.61329
S410116,113.0538889,34.46138889
S410914,115.252925,36.09928333
S370101,117.0211111,36.66138889
S370102,117.1655556,36.64611111
S370103,117.0688889,36.63777778
S370104,117.0241667,36.59277778
G370111,116.99,36.685833
S370105,116.9477778,36.70027778
S370106,117.1247222,36.72256667
S370107,117.2130556,36.4785
S370108,117.1858333,36.68138889
G370112,116.7651667,36.54861111
S370109,116.793713,36.532453
S370110,117.265095,36.635446
S370201,120.035032,35.876078
S370202,120.155109,35.970289
S370203,120.47547,36.090925
S370204,120.42866,36.1451864
S370205,120.448065,36.1788
S370206,120.45776,36.257319
S370301,117.9233333,36.66555556
S370302,118.0244444,36.80305556
S370303,118.0240322,36.834923
S370304,117.8702778,36.45972222
S370305,118.3650696,36.80161017
S370306,117.9205556,36.825
S370307,118.0158333,36.90472222
S370401,117.5897222,34.82
S370402,117.3147222,34.81027778
S370403,117.3575,34.8225
S370501,118.616667,37.433333
S370502,118.5,37.45
S370503,118.5044444,37.44166667
S370504,118.5163889,37.88305556
G370507,118.673874,37.43284234
S370602,121.3553673,37.52368316
S370603,121.430478,37.530112
G370615,121.595278,37.387222
S370604,121.412222,37.437222
G370616,121.2529217,37.5599778
S370605,121.0662505,37.67283315
S370606,121.5068398,37.42276743
S370701,119.0220228,36.6868384
S370702,119.0190712,36.72790499
S370703,119.12416,36.61401
S370704,119.0947157,36.77316001
S370705,119.1744876,36.71627836
S370801,116.5963889,35.44277778
S370802,116.6576111,35.39088889
G370804,116.786949,35.555854
S370803,116.6936111,35.42505556
S370804,116.6038889,35.36477778
S370901,117.1841667,36.20472222
S370902,117.1591667,36.17
S370903,117.1013889,36.11638889
S371001,122.1412574,37.51363425
S371002,122.1558142,37.32453537
S371003,122.0444208,37.48458826
G371010,122.0512579,37.53392123
S371004,122.062606,37.195254
S371101,119.5327778,35.44222222
S371102,119.5688889,35.4625
S371103,119.311305,35.129037
S371104,119.5086111,35.37361111
G371206,117.6888889,36.22888889
S371201,117.6469444,36.26611111
S371202,117.7330556,36.245
G371207,117.725,36.20805556
S371203,117.8661111,36.06694444
S371301,118.2877778,35.11527778
S371302,118.374756,35.089222
S371303,118.36889,35.026896
S371304,118.409925,35.033117
S371401,116.3713889,37.43222222
G371405,116.318889,37.448889
S371402,116.3516667,37.46194444
S371403,116.3105556,37.47805556
S371404,116.580961,37.329209
S371501,115.960443,36.444517
S371502,115.9547222,36.47111111
S371503,116.0377778,36.45916667
S371601,117.9730556,37.3675
S371602,117.9377778,37.39555556
S371603,117.9375,37.35555556
S371604,118.097778,37.695
S371701,115.4086111,35.24361111
S371702,115.579444,35.065556
S371703,115.58,35.06
S371704,115.5191667,35.26194444
S371705,115.5258333,35.22305556
S370111,117.5375,36.687222
S370112,117.512778,36.676389
S370113,116.459722,36.283333
S370114,116.478056,36.292222
S370115,117.190833,36.971944
S370116,117.155,36.985833
S370117,117.163889,37.316667
S370118,117.138611,37.264167
S370207,120.015833,36.872222
S370208,120.0197778,36.27582778
S370209,120.014167,36.252778
S370210,120.416389,36.379722
S370211,120.501389,36.403333
S370212,119.944722,36.790556
S370213,119.975833,36.798611
S370214,120.536667,36.864444
S370215,120.53,36.888611
S370308,118.08,36.931389
S370309,118.076111,36.960278
S370310,117.887222,37.209167
S370311,117.915833,37.18
S370312,118.157778,36.208056
S370313,118.140278,36.205556
S370404,117.166348,35.09974
S370405,117.94624,35.64851
S370406,117.182015,35.038775
S370505,118.5725,37.566389
S370506,118.5674,37.5493
S370507,118.252222,37.504167
S370508,118.242778,37.481944
S370509,118.431389,37.047778
S370510,118.705556,37.166944
S370607,120.695833,37.989722
S370608,120.319722,37.619444
S370609,120.4781,37.5767
S370610,120.473056,37.644444
S370611,120.634444,36.951944
S370612,120.714722,36.9775
S370613,119.956944,37.1875
S370614,119.940556,37.176667
S370615,120.7725,37.808611
S370616,120.8022,37.7983
S370617,120.398611,37.373611
S370618,120.429722,37.361944
S370619,120.842222,37.336944
S370620,120.836944,37.306944
S370621,121.150556,36.794167
S370622,121.196944,36.735
S370706,118.51996,36.50001
S370707,118.543056,36.502778
S370708,118.833611,36.730278
S370709,118.8779,36.6848
S370710,118.490833,36.681389
S370711,118.45581,36.65739
S370712,119.406111,36.003333
S370713,119.4044,36.0449
S370714,118.735278,36.868333
S370715,118.786667,36.858611
S370716,119.222778,36.478889
S370717,119.240278,36.436944
S370718,119.7478,36.3432
S370719,119.801667,36.358889
S370720,119.390278,36.842222
S370721,119.431389,36.858611
S370805,116.844167,35.558611
S370806,116.817222,35.531389
S370807,117.130833,34.810556
S370808,117.144722,34.790556
S370809,116.657778,35.019167
S370810,116.6475,34.996111
S370811,116.294167,35.081667
S370812,116.316111,35.065278
S370813,116.341111,35.405556
S370814,116.37,35.413611
S370815,116.472778,35.694444
S370816,116.488056,35.702778
S370817,117.251944,35.664167
S370818,117.2825,35.6525
S370819,116.101944,35.801944
S370820,116.094722,35.811389
S370821,116.994722,35.612778
S370822,116.9925683,35.58291899
S370823,116.920833,35.429444
S370824,116.972222,35.411389
S370825,116.998889,35.405556
S370904,117.0411111,36.20194444
S370905,116.802778,35.762778
S370906,116.816944,35.758333
S370907,116.468889,35.921944
S370908,116.455278,35.93
S370909,117.795067,35.897545
S370910,117.686348,35.87699
S370911,116.746667,36.181389
S370912,116.775556,36.177778
S371005,122.0693,37.2176
S371006,122.505833,37.165
S371007,122.4425,37.170278
S371008,121.543889,36.907222
S371009,121.5337,36.9227
S371105,119.215556,35.741111
S371106,119.210556,35.757222
S371107,118.846667,35.641667
S371108,118.862778,35.5925
S371305,118.450901,35.556976
S371306,118.5223,35.553959
S371307,118.411226,34.623383
S371308,118.313725,34.640243
S371309,118.625885,35.19541
S371310,118.592156,35.759922
S371311,118.049933,34.853106
S371312,118.023333,34.836667
S371313,117.966256,35.2541
S371314,118.042186,35.280751
S371315,117.608061,35.516189
S371316,117.656622,35.474806
S371317,118.853935,35.19541
S371318,118.810625,35.209131
S371319,117.947958,35.719475
S371320,117.988572,35.691358
S371321,118.655871,34.899985
S371322,118.619707,34.940952
S371405,116.544167,37.348056
S371406,116.756814,37.597456
S371407,116.796667,37.627222
S371408,117.401028,37.779419
S371409,117.370556,37.757222
S371410,116.775194,37.195333
S371411,116.873472,37.17425
S371412,116.741388,36.781666
S371413,116.764166,36.802777
S371414,116.430833,37.163056
S371415,116.456111,37.162222
S371416,116.004522,36.952799
S371417,116.005638,36.98425
S371418,116.085,37.228611
S371419,116.057222,37.195833
S371420,117.206389,37.720278
S371421,117.215183,37.7298
S371422,117.212889,37.735417
S371423,116.655,36.949722
S371424,116.6775,36.911389
S371425,116.618922,36.927883
S371504,115.793056,36.093056
S371505,115.791111,36.141944
S371506,115.781,36.129
S371507,115.646,36.239
S371508,115.693,36.24
S371509,115.685,36.258889
S371510,116.238889,36.586389
S371511,116.246111,36.556667
S371512,116.248889,36.580556
S371513,116.238752,36.347269
S371514,116.26,36.333333
S371515,116.249167,36.353889
S371516,115.438,36.475
S371517,115.466111,36.500556
S371518,115.474722,36.471667
S371519,116.237222,36.841111
S371520,116.219738,36.883693
S371521,116.261111,36.870556
S371522,115.733056,36.811944
S371523,115.681111,36.753889
S371524,115.795278,36.823611
S371605,118.114444,37.706111
S371606,118.086667,37.698333
S371607,117.490556,37.4925
S371608,117.566944,37.500278
S371609,117.595556,37.631667
S371610,117.591111,37.645278
S371611,117.630833,37.751944
S371612,117.57,37.758056
S371613,118.103333,37.149722
S371614,118.105278,37.133889
S371615,117.758611,36.853056
S371616,117.722778,36.880833
S371706,115.554722,34.866111
S371707,115.556944,34.800556
S371708,116.085,34.785278
S371709,116.124167,34.780833
S371710,115.930833,34.938889
S371711,115.869722,34.960278
S371712,116.085833,35.384167
S371713,116.0562,35.40607
S371714,115.926944,35.585556
S371715,115.956667,35.570556
S371716,115.540278,35.547778
S371717,115.5125,35.567778
S371718,115.1075,35.276389
S371719,115.109444,35.284167
G530108,102.722,25.0405
G533403,99.7064,27.8136
S411011,113.22036,34.13056
G610406,0,0
S611001,0,0
S612001,0,0
S613001,0,0
S615001,0,0
G610114,0,0
G610115,0,0
G610116,0,0
G610117,0,0
G610118,0,0
G610119,0,0
G610120,0,0
G610121,0,0
G610205,0,0
G610206,0,0
G610207,0,0
G610310,0,0
G610311,0,0
G610312,0,0
G610313,0,0
S610301,0,0
G610314,0,0
S610302,0,0
G610315,0,0
S610303,0,0
G610316,0,0
S610401,0,0
G610407,0,0
S610402,0,0
G610408,0,0
S610403,0,0
G610409,0,0
S610404,0,0
S610405,0,0
S610406,0,0
S610407,0,0
G610410,0,0
G610411,0,0
S610501,0,0
S610502,0,0
S610503,0,0
S610504,0,0
S610505,0,0
S610506,0,0
S610507,0,0
S610508,0,0
S610509,0,0
S610601,0,0
S610602,0,0
S610603,0,0
S610604,0,0
S610605,0,0
S610606,0,0
S610607,0,0
S610608,0,0
S610609,0,0
S610610,0,0
S610611,0,0
S610612,0,0
S610613,0,0
S610701,0,0
S610702,0,0
S610703,0,0
S610704,0,0
S610705,0,0
S610706,0,0
S610707,0,0
S610708,0,0
S610709,0,0
S610710,0,0
S610711,0,0
S610801,0,0
S610802,0,0
S610803,0,0
S610804,0,0
S610805,0,0
S610806,0,0
S610807,0,0
S610808,0,0
S610809,0,0
S610810,0,0
S610811,0,0
S610812,0,0
S610901,0,0
S610902,0,0
S610903,0,0
S610904,0,0
S610905,0,0
S610906,0,0
S610907,0,0
S610908,0,0
S610909,0,0
S611002,0,0
S611003,0,0
S611004,0,0
S611005,0,0
S611006,0,0
S611007,0,0
S611008,0,0
S612002,0,0
S612003,0,0
S612004,0,0
S612005,0,0
S613002,0,0
S615002,0,0
S410511,114.9175,35.96972222
S411012,113.5510972,34.27139444
S411418,115.8055556,34.39305556
S110028,116.3,39.52
S110029,116.207,40.002
S110030,115.972,40.453
S110031,116.136,39.742
S110032,116.911,40.499
S110033,115.93907,40.36928
S110034,116.106,39.937
S110035,116.663,39.886
S110037,116.783,39.712
S110038,116,39.58
S110039,117.12,40.1
S411013,113.8369444,34.25888889
S152901,101.0326,41.5653
S410117,113.1316667,34.46833333
G370220,120.039,35.872
G370221,120.005,35.878
S370511,118.213056,37.476111
S410118,113.2977778,34.79055556
S130231,0,0
S130233,0,0
S130234,0,0
S130235,0,0
S130236,0,0
S130237,0,0
S120015,0,0
S120016,0,0
S120017,0,0
S120018,0,0
S120019,0,0
S120020,0,0
S120021,0,0
S120022,116.991,39.141
S120023,0,0
S131021,0,0
S131022,0,0
S131023,0,0
S131024,0,0
S130729,0,0
S130730,0,0
S371426,0,0
S371428,0,0
S371429,0,0
S371430,0,0
S371433,0,0
S371435,0,0
S371436,0,0
S371437,0,0
S371439,0,0
S371440,0,0
S371441,0,0
S371442,0,0
S371443,0,0
S371444,0,0
S130820,0,0
S370722,0,0
S130142,0,0
S130311,0,0
S371525,0,0
S371526,0,0
S130439,0,0
S410119,0,0
S410120,0,0
S370216,0,0
S370217,0,0
S370218,0,0
S370219,0,0
S370220,0,0
S370221,0,0
S370222,0,0
S370223,0,0
S370224,0,0
S310001,0,0
S130240,117.595,39.995
S131124,115.364,38.198
S130440,114.922,36.563
S410121,113.7702778,34.38305556
S510101,103.527777,30.200555
S510102,103.62,30.586666
S510103,103.438333,30.4175
S510104,103.6575,30.990833
S510105,103.821666,30.413333
S510106,104.411388,30.867222
S510107,103.654722,30.634722
S510108,104.539444,30.414166
S510109,104.156697,30.822513
S510110,103.948055,30.996944
S510111,103.85766,30.837
S510112,103.901388,30.595833
S510113,103.845833,30.699444
S510114,104.2525,30.8875
S510301,104.876111,29.275555
S510302,104.786388,29.374166
S510303,104.974722,29.182222
S510304,104.417777,29.445555
S510401,102.108888,26.892777
S510402,101.855277,26.682222
S510501,105.827416,28.80953
S510502,105.808261,28.043961
S510503,105.374919,29.154408
S510504,105.361691,28.770394
S510505,105.433055,28.164444
S510601,104.50722,31.30055
S510602,104.285388,30.990138
S510603,104.192777,31.115833
S510604,104.205,31.343611
S510605,104.678972,31.033833
S510701,104.762777,31.780555
S510702,104.418888,31.6425
S510703,105.384444,31.209166
S510704,105.159166,31.193888
S510705,104.567222,31.5319
S510706,104.552777,32.412777
S510707,105.176111,31.630833
S510801,105.961563,32.324241
S510802,105.949444,31.736388
S510803,106.3025,32.235277
S510804,105.88,32.650277
S510805,105.229444,32.574166
S510806,105.521944,32.293055
S510901,105.238888,30.599444
S510902,105.713055,30.779722
S510903,105.454538,30.3583
S510904,105.376305,30.88135
S510905,105.612222,30.518888
S511001,104.8475,29.764166
S511002,105.299166,29.343888
S511003,104.660277,29.536666
S511101,103.946944,29.212222
S511102,103.4517,29.58
S511103,104.061666,29.648611
S511104,103.57,29.736666
S511105,103.903611,28.956666
S511106,103.551388,29.421388
S511107,103.822777,29.408611
S511108,103.26,29.232777
S511109,103.543305,28.840472
S511110,103.075555,29.247777
S511301,106.56,31.09139
S511302,105.879166,30.985833
S511303,106.033,31.353138
S511304,106.296958,31.272744
S511305,106.00202,31.54441
S511306,106.417277,31.027444
S511401,103.515555,30.023333
S511402,103.872777,30.200833
S511403,103.366944,29.905277
S511404,103.846388,29.84
S511405,104.1454,29.9864
S511501,104.520555,28.435833
S511502,104.545833,28.715555
S511503,104.955833,28.821944
S511504,105.229166,28.309166
S511505,104.916944,28.586388
S511506,105.071388,28.733055
S511507,104.707777,28.456388
S511508,104.502222,28.158888
S511509,104.355,28.830555
S511601,106.271666,30.383888
S511602,106.288055,30.348888
S511603,106.8875,30.498611
S511604,106.918888,30.348611
S511605,106.443888,30.539166
S511701,106.97,30.84
S511702,108.029722,32.081944
S511703,107.1975,30.735833
S511704,107.713055,31.361944
S511705,107.866111,31.082222
S511801,102.931305,30.145861
S511802,102.812222,30.383888
S511803,102.7725,30.049722
S511804,102.833311,29.795038
S511805,102.622222,29.365
S511806,103.105177,30.095461
S511807,102.357222,29.230555
S511901,107.07861,31.584444
S511902,106.823888,32.348611
S511903,107.24911,31.91211
S511904,106.636222,31.793388
S512001,105.025833,30.277777
S512002,105.335277,30.095833
S513201,102.358611,31.996388
S513202,103.579444,31.472777
S513203,103.459722,32.888055
S513204,103.842222,31.672777
S513205,102.950277,33.582777
S513206,102.984444,32.085277
S513207,100.966666,32.268888
S513208,102.548888,32.800277
S513209,102.239722,31.893888
S513210,103.602777,32.659722
S513211,103.163055,31.436944
S513212,102.073611,31.4725
S513213,101.708333,32.906944
S513301,98.578686,31.813144
S513302,98.102249,32.98028
S513303,101.890833,30.878611
S513304,101.507222,28.000277
S513305,99.105555,30.004722
S513306,99.800555,28.918055
S513307,100.302241,29.036994
S513308,99.991111,31.625555
S513309,101.121944,30.983055
S513310,100.339444,32.266944
S513311,102.234722,29.913888
S513312,100.268333,29.999722
S513313,100.6725,31.398333
S513314,100.31,30.941388
S513315,98.823595,31.212542
S513316,99.2875,28.714444
S513317,101.012777,30.034305
S513401,102.404722,28.306944
S513402,102.578036,26.635222
S513403,102.80435,27.715713
S513404,102.556944,28.878611
S513405,102.5075,28.629722
S513406,101.278666,27.932194
S513407,102.244722,26.667777
S513408,101.512222,27.428333
S513409,103.127083,28.33175
S513410,102.769722,28.962222
S513411,103.246483,27.694844
S513412,102.539444,27.368611
S513413,102.173888,27.405833
S513414,102.748611,27.064166
S513415,103.569288,28.265938
S513416,102.175,28.555277
S340101,0,0
S340601,0,0
S340102,0,0
S340103,0,0
S340104,0,0
S340105,0,0
S340602,0,0
S341601,0,0
S341602,0,0
S341603,0,0
S341301,0,0
S341302,0,0
S341303,0,0
S341304,0,0
S340301,0,0
S340302,0,0
S340303,0,0
S341201,0,0
S341202,0,0
S341203,0,0
S341204,0,0
S341205,0,0
S341206,0,0
S341207,0,0
S340401,0,0
S340402,0,0
S341101,0,0
S341102,0,0
S341103,0,0
S341104,0,0
S341105,0,0
S341106,0,0
S341501,0,0
S341502,0,0
S341503,0,0
S341504,0,0
S341505,0,0
G340506,0,0
G340507,0,0
G340508,0,0
G340509,0,0
S340501,0,0
S340502,0,0
S340503,0,0
S340504,0,0
G340205,0,0
S340201,0,0
S340202,0,0
S340203,0,0
S340204,0,0
S340205,0,0
S341801,0,0
S341802,0,0
S341803,0,0
S341804,0,0
S341805,0,0
S341806,0,0
G340707,0,0
S340701,0,0
S340702,0,0
G341705,0,0
S341701,0,0
S341702,0,0
S341703,0,0
S340801,0,0
S340802,0,0
S340803,0,0
S340804,0,0
S340805,0,0
S340806,0,0
S340807,0,0
S341001,0,0
S341002,0,0
S341003,0,0
S341004,0,0
S341005,0,0
S500001,108.367777,30.8425
S500002,108.431944,30.755555
S500003,108.766111,29.536944
S500004,108.784722,29.524722
S500005,107.368888,29.723333
S500006,107.370277,29.701944
S500007,106.512855,29.536659
S500008,106.52,29.55
S500009,106.46,29.48
S500010,106.51,29.57
S500011,106.67,29.61
S500012,106.442925,29.576617
S500013,106.515627,29.504318
S500014,106.6,29.55
S500015,106.38,29.81
S500016,106.536345,29.808309
S500017,106.61,29.69
S500018,107.091944,29.851388
S500019,107.079166,29.826944
S500020,106.264614,29.283794
S500021,106.279297,29.280377
S500022,106.264407,29.999162
S500023,106.247419,29.996742
S500024,105.928588,29.380382
S500025,105.896872,29.356178
S500026,107.084722,29.158888
S500027,107.067777,29.173333
S500028,106.659518,29.026337
S500029,105.602041,29.414271
S500030,106.215342,29.587869
S500031,106.050558,29.831422
S500032,105.8425,30.207222
S500033,105.583296,29.420247
S500034,108.387222,31.162833
S500035,107.798333,30.675833
S500036,107.751833,29.328916
S500037,108.659444,31.951944
S500038,107.735432,29.873515
S500039,107.348,30.331166
S500040,108.031805,30.297277
S500041,108.698194,30.934916
S500042,109.453333,31.018916
S500043,109.876333,31.081611
S500044,109.572944,31.389444
S500045,108.129861,29.997916
S500046,108.985,28.454027
S500047,108.761388,28.845833
S500048,108.155833,29.286111
S500049,106.921305,28.962972
S500050,106.917083,28.957861
S500051,106.54,29.67
S500052,106.5,29.62
S500053,105.7765,29.488083
S350101,0,0
S350102,0,0
S350103,0,0
S350104,0,0
S350105,0,0
S350106,0,0
S350107,0,0
S350108,0,0
S350109,0,0
S350110,0,0
S350111,0,0
S350112,0,0
S350113,0,0
S350114,0,0
S350301,0,0
S350401,0,0
S350402,0,0
S350403,0,0
S350404,0,0
S350405,0,0
S350406,0,0
S350407,0,0
S350408,0,0
S350409,0,0
S350410,0,0
S350411,0,0
S350412,0,0
S350413,0,0
S350414,0,0
S350415,0,0
S350416,0,0
S350417,0,0
S350418,0,0
S350419,0,0
S350420,0,0
S350501,0,0
S350502,0,0
S350503,0,0
S350504,0,0
S350505,0,0
S350506,0,0
S350507,0,0
S350508,0,0
S350509,0,0
S350510,0,0
S350511,0,0
S350512,0,0
S350513,0,0
S350514,0,0
S350515,0,0
S350516,0,0
S350601,0,0
S350602,0,0
S350603,0,0
S350604,0,0
S350605,0,0
S350606,0,0
S350607,0,0
S350608,0,0
S350609,0,0
S350610,0,0
S350611,0,0
S350612,0,0
S350613,0,0
S350614,0,0
S350615,0,0
S350616,0,0
S350701,0,0
S350702,0,0
S350703,0,0
S350704,0,0
S350705,0,0
S350706,0,0
S350707,0,0
S350708,0,0
S350709,0,0
S350710,0,0
S350711,0,0
S350712,0,0
S350713,0,0
S350714,0,0
S350715,0,0
