id,station_code,file_code,province_code,province,city_code,city_code_short,city_full,city,city_old,station_name,type,district,province_en,city_en,lon,lat,source,station_code_cnemc,remark
759,G210504,1763A,21,辽宁,210500,2105,本溪市,本溪,本溪市,彩屯,国控站,,Liaoning,Benxi,123.740146,41.299494,3,210500410,
760,G210505,1765A,21,辽宁,210500,2105,本溪市,本溪,本溪市,新立屯,国控站,,Liaoning,Benxi,123.740556,41.303333,1,210500425,
761,G210506,1762A,21,辽宁,210500,2105,本溪市,本溪,本溪市,溪湖,国控站,,Liaoning,Benxi,123.767647,41.329219,3,210500405,
762,G451301,2520A,45,广西,451300,4513,来宾市,来宾,来宾市,来冶招待所,国控站,,Guangxi,Laibin,0,23.7218908,3,451300532,
763,G451302,2519A,45,广西,451300,4513,来宾市,来宾,来宾市,来宾二中,国控站,,Guangxi,Laibin,109.2126755,23.7218908,3,451300531,
764,G330105,1226A,33,浙江,330100,3301,杭州市,杭州,杭州市,下沙,国控站,,Zhejiang,Hangzhou,120.348,30.3058,3,330100056,
765,G330106,1231A,33,浙江,330100,3301,杭州市,杭州,杭州市,临平镇,国控站,,Zhejiang,Hangzhou,120.301,30.4183,3,330100059,
766,G330107,1233A,33,浙江,330100,3301,杭州市,杭州,杭州市,云栖,国控站,,Zhejiang,Hangzhou,120.088,30.1808,3,330100057,
767,G330108,1225A,33,浙江,330100,3301,杭州市,杭州,杭州市,千岛湖,国控站,,Zhejiang,Hangzhou,119.026,29.635,3,330100011,对照点
768,G330109,1227A,33,浙江,330100,3301,杭州市,杭州,杭州市,卧龙桥,国控站,,Zhejiang,Hangzhou,120.127,30.2456,3,330100055,
769,G330110,1230A,33,浙江,330100,3301,杭州市,杭州,杭州市,和睦小学,国控站,,Zhejiang,Hangzhou,120.12,30.3119,3,330100051,
770,G330111,1232A,33,浙江,330100,3301,杭州市,杭州,杭州市,城厢镇,国控站,,Zhejiang,Hangzhou,120.27,30.1819,3,330100058,
771,G330112,1229A,33,浙江,330100,3301,杭州市,杭州,杭州市,朝晖五区,国控站,,Zhejiang,Hangzhou,120.157,30.2897,3,330100052,
772,G330113,1228A,33,浙江,330100,3301,杭州市,杭州,杭州市,浙江农大,国控站,,Zhejiang,Hangzhou,120.19,30.2692,3,330100053,
773,G330114,1223A,33,浙江,330100,3301,杭州市,杭州,杭州市,滨江,国控站,,Zhejiang,Hangzhou,120.211,30.21,3,330100062,
774,G330115,1224A,33,浙江,330100,3301,杭州市,杭州,杭州市,西溪,国控站,,Zhejiang,Hangzhou,120.063,30.2747,3,330100060,
775,G220701,2234A,22,吉林,220700,2207,松原市,松原,松原市,江北,国控站,,Jilin,Songyuan,124.8528,45.1642,3,220700432,
776,G220702,2233A,22,吉林,220700,2207,松原市,松原,松原市,江南,国控站,,Jilin,Songyuan,124.8292,45.0878,3,220700431,
777,G542601,2633A,54,西藏,542600,5426,林芝地区,林芝,林芝地区,林芝人民医院,国控站,,Tibet,Nyingchi,94.3616,29.6632,3,542600052,
778,G542602,2632A,54,西藏,542600,5426,林芝地区,林芝,林芝地区,林芝监测站,国控站,,Tibet,Nyingchi,94.3681,29.6376,3,542600051,
779,G632601,2674A,63,青海,632600,6326,果洛藏族自治州,果洛,果洛藏族自治州,玛沁县大武镇,国控站,,Qinghai,Golog,100.2561,34.4714,3,632600051,
780,G370401,1640A,37,山东,370400,3704,枣庄市,枣庄,枣庄市,台儿庄区环保局,国控站,台儿庄区,Shandong,Zaozhuang,117.7352778,34.58055556,3,370400054,
781,G370402,1641A,37,山东,370400,3704,枣庄市,枣庄,枣庄市,山亭区环保局,国控站,山亭区,Shandong,Zaozhuang,117.451536,35.09953394,3,370400055,
782,G370403,1639A,37,山东,370400,3704,枣庄市,枣庄,枣庄市,峄城区政府,国控站,峄城区,Shandong,Zaozhuang,117.5847252,34.77346027,3,370400053,
783,G370404,1637A,37,山东,370400,3704,枣庄市,枣庄,枣庄市,市中区政府,国控站,市中区,Shandong,Zaozhuang,117.5638889,34.85138889,3,370400051,
784,G370405,1638A,37,山东,370400,3704,枣庄市,枣庄,枣庄市,薛城环保局,国控站,薛城区,Shandong,Zaozhuang,117.2666667,34.79111111,3,370400052,
785,G450201,1875A,45,广西,450200,4502,柳州市,柳州,柳州市,古亭山,国控站,,Guangxi,Liuzhou,109.4838889,24.3158333,3,450200420,
786,G450202,1874A,45,广西,450200,4502,柳州市,柳州,柳州市,市九中,国控站,,Guangxi,Liuzhou,109.377222,24.384444,3,450200419,
787,G450203,1873A,45,广西,450200,4502,柳州市,柳州,柳州市,市四中,国控站,,Guangxi,Liuzhou,109.42,24.2,3,450200413,
788,G450204,1870A,45,广西,450200,4502,柳州市,柳州,柳州市,柳东小学,国控站,,Guangxi,Liuzhou,109.4882778,24.3897778,3,450200421,
789,G450205,1872A,45,广西,450200,4502,柳州市,柳州,柳州市,河西水厂,国控站,,Guangxi,Liuzhou,109.384444,24.345833,3,450200410,
790,G450206,1871A,45,广西,450200,4502,柳州市,柳州,柳州市,环保监测站,国控站,,Guangxi,Liuzhou,109.41,24.326389,3,450200409,
791,G430201,2031A,43,湖南,430200,4302,株洲市,株洲,株洲市,云田中学,国控站,,Hunan,Zhuzhou,113.18895,27.99327,3,430200056,
792,G430202,1559A,43,湖南,430200,4302,株洲市,株洲,株洲市,大京风景区,国控站,,Hunan,Zhuzhou,113.251389,27.833611,3,430200021,对照点
793,G430203,1515A,43,湖南,430200,4302,株洲市,株洲,株洲市,天台山庄,国控站,,Hunan,Zhuzhou,113.134722,27.824444,3,430200025,
794,G430204,1519A,43,湖南,430200,4302,株洲市,株洲,株洲市,市四中,国控站,,Hunan,Zhuzhou,113.190211,27.797906,3,430200026,
795,G430205,1524A,43,湖南,430200,4302,株洲市,株洲,株洲市,市监测站,国控站,,Hunan,Zhuzhou,113.13,27.852778,3,430200023,
796,G430206,1518A,43,湖南,430200,4302,株洲市,株洲,株洲市,株冶医院,国控站,,Hunan,Zhuzhou,113.095278,27.886667,3,430200022,
797,G430207,1520A,43,湖南,430200,4302,株洲市,株洲,株洲市,火车站,国控站,,Hunan,Zhuzhou,113.143333,27.838056,3,430200024,
798,G450301,1865A,45,广西,450300,4503,桂林市,桂林,桂林市,八中,国控站,,Guangxi,Guilin,110.258,25.2357778,3,450300095,
799,G450302,1862A,45,广西,450300,4503,桂林市,桂林,桂林市,电子科大尧山校区,国控站,,Guangxi,Guilin,110.39,25.268,3,450300015,
800,G450303,1863A,45,广西,450300,4503,桂林市,桂林,桂林市,监测站,国控站,,Guangxi,Guilin,110.242,25.257,3,450300061,
801,G450304,1864A,45,广西,450300,4503,桂林市,桂林,桂林市,龙隐路小学,国控站,,Guangxi,Guilin,110.3088889,25.2508333,3,450300063,
802,G441401,1690A,44,广东,441400,4414,梅州市,梅州,梅州市,嘉应大学,国控站,,Guangdong,Meizhou,116.123333,24.328056,3,441400001,对照点
803,G441402,1691A,44,广东,441400,4414,梅州市,梅州,梅州市,梅县新城,国控站,,Guangdong,Meizhou,116.0797,24.2719,3,441400404,
804,G441403,1692A,44,广东,441400,4414,梅州市,梅州,梅州市,环境监控中心,国控站,,Guangdong,Meizhou,116.1248,24.2654,3,441400405,
805,G450401,2496A,45,广西,450400,4504,梧州市,梧州,梧州市,云盖小学,国控站,,Guangxi,Wuzhou,111.3178,23.475,3,450400100,
806,G450402,2495A,45,广西,450400,4504,梧州市,梧州,梧州市,市环保,国控站,,Guangxi,Wuzhou,111.2897,23.4792,3,450400098,
807,G450403,2497A,45,广西,450400,4504,梧州市,梧州,梧州市,龙圩,国控站,,Guangxi,Wuzhou,111.2353,23.415,3,450400574,
808,G450404,2498A,45,广西,450400,4504,梧州市,梧州,梧州市,龙新,国控站,,Guangxi,Wuzhou,111.26,23.4794,3,450400573,
809,G532301,2605A,53,云南,532300,5323,楚雄州,楚雄,楚雄州,州环境监测站,国控站,,Yunnan,,101.5482,25.0441,3,532301405,
810,G532302,2606A,53,云南,532300,5323,楚雄州,楚雄,楚雄州,市经济开发区,国控站,,Yunnan,,101.538,25.0492,3,532301406,
811,G610801,2639A,61,陕西,610800,6108,榆林市,榆林,榆林市,世纪广场,国控站,,Shaanxi,Yulin,109.7456,38.2911,3,,
812,G610802,2640A,61,陕西,610800,6108,榆林市,榆林,榆林市,实验中学,国控站,,Shaanxi,Yulin,109.7289,38.2839,3,610800402,
813,G610803,2641A,61,陕西,610800,6108,榆林市,榆林,榆林市,环保监测大楼,国控站,,Shaanxi,Yulin,109.7336,38.2478,3,,
814,G610804,2638A,61,陕西,610800,6108,榆林市,榆林,榆林市,红石峡森林公园,国控站,,Shaanxi,Yulin,109.7414,38.3344,3,610800001,
815,G620601,2652A,62,甘肃,620600,6206,武威市,武威,武威市,监测站,国控站,,Gansu,Wuwei,102.6219,37.9311,3,620600431,
816,G620602,2653A,62,甘肃,620600,6206,武威市,武威,武威市,雷台,国控站,,Gansu,Wuwei,102.6469,37.9358,3,620600433,
817,G420101,1325A,42,湖北,420100,4201,武汉市,武汉,武汉市,东湖梨园,国控站,,Hubei,Wuhan,114.37,30.5733,3,420100055,
818,G420102,1332A,42,湖北,420100,4201,武汉市,武汉,武汉市,东湖高新,国控站,,Hubei,Wuhan,114.393,30.4612,3,420100075,
819,G420103,1333A,42,湖北,420100,4201,武汉市,武汉,武汉市,吴家山,国控站,,Hubei,Wuhan,114.13,30.6334,3,420100076,
820,G420104,1328A,42,湖北,420100,4201,武汉市,武汉,武汉市,武昌紫阳,国控站,,Hubei,Wuhan,114.302,30.5332,3,420100054,
821,G420105,1331A,42,湖北,420100,4201,武汉市,武汉,武汉市,汉口江滩,国控站,,Hubei,Wuhan,114.302,30.5943,3,420100057,
822,G420106,1327A,42,湖北,420100,4201,武汉市,武汉,武汉市,汉口花桥,国控站,,Hubei,Wuhan,114.282,30.6188,3,420100051,
823,G420107,1326A,42,湖北,420100,4201,武汉市,武汉,武汉市,汉阳月湖,国控站,,Hubei,Wuhan,114.253,30.558,3,420100053,
824,G420108,1334A,42,湖北,420100,4201,武汉市,武汉,武汉市,沉湖七壕,国控站,,Hubei,Wuhan,113.834,30.3165,3,420100019,对照点
825,G420109,1330A,42,湖北,420100,4201,武汉市,武汉,武汉市,沌口新区,国控站,,Hubei,Wuhan,114.156,30.6325,3,420100052,
826,G420110,1329A,42,湖北,420100,4201,武汉市,武汉,武汉市,青山钢花,国控站,,Hubei,Wuhan,114.365,30.6217,3,420100056,
827,G520501,2587A,52,贵州,520500,5205,毕节市,毕节,毕节市,八中,国控站,,Guizhou,Bijie,105.28639,27.3125,3,,
828,G520502,2588A,52,贵州,520500,5205,毕节市,毕节,毕节市,师专,国控站,,Guizhou,Bijie,105.31,27.29028,3,,
829,G431101,2481A,43,湖南,431100,4311,永州市,永州,永州市,冷水滩区环保局,国控站,,Hunan,Yongzhou,111.5989,26.4519,3,431100054,
830,G431102,2478A,43,湖南,431100,4311,永州市,永州,永州市,市环境监测站,国控站,,Hunan,Yongzhou,111.6156,26.4214,3,431100051,
831,G431103,2480A,43,湖南,431100,4311,永州市,永州,永州市,永州市环保局,国控站,,Hunan,Yongzhou,111.5992,26.4364,3,431100053,
832,G431104,2479A,43,湖南,431100,4311,永州市,永州,永州市,零陵区环保局,国控站,,Hunan,Yongzhou,111.6236,26.2331,3,431100052,
833,G431105,2477A,43,湖南,431100,4311,永州市,永州,永州市,零陵南津渡,国控站,,Hunan,Yongzhou,111.6217,26.2081,3,431100050,对照点
834,G610701,2637A,61,陕西,610700,6107,汉中市,汉中,汉中市,南郑大河坎水厂,国控站,,Shaanxi,Hanzhong,107.007,33.0323,3,610700066,
835,G610702,2635A,61,陕西,610700,6107,汉中市,汉中,汉中市,市监测站,国控站,,Shaanxi,Hanzhong,107.0154,33.0706,3,610700056,
836,G610703,2634A,61,陕西,610700,6107,汉中市,汉中,汉中市,汉川机床厂子校,国控站,,Shaanxi,Hanzhong,106.9893,33.1842,3,610700004,对照点
837,G610704,2636A,61,陕西,610700,6107,汉中市,汉中,汉中市,鑫源开发区,国控站,,Shaanxi,Hanzhong,107.0089,33.1138,3,610700065,
838,G440501,1679A,44,广东,440500,4405,汕头市,汕头,汕头市,潮南子站,国控站,,Guangdong,Shantou,116.402056,23.253639,3,440500057,
839,G440502,1678A,44,广东,440500,4405,汕头市,汕头,汕头市,潮阳子站,国控站,,Guangdong,Shantou,116.603333,23.25,3,440500056,
840,G440503,1677A,44,广东,440500,4405,汕头市,汕头,汕头市,澄海子站,国控站,,Guangdong,Shantou,116.751944,23.471389,3,440500055,
841,G440504,1676A,44,广东,440500,4405,汕头市,汕头,汕头市,濠江子站,国控站,,Guangdong,Shantou,116.725833,23.2775,3,440500054,
842,G440505,1674A,44,广东,440500,4405,汕头市,汕头,汕头市,金平子站,国控站,,Guangdong,Shantou,116.679444,23.366667,3,440500051,
843,G440506,1675A,44,广东,440500,4405,汕头市,汕头,汕头市,龙湖子站,国控站,,Guangdong,Shantou,116.724444,23.363889,3,440500052,
844,G441501,1694A,44,广东,441500,4415,汕尾市,汕尾,汕尾市,市政府,国控站,,Guangdong,Shanwei,115.362778,22.786667,3,441500402,
845,G441502,1693A,44,广东,441500,4415,汕尾市,汕尾,汕尾市,市环保局,国控站,,Guangdong,Shanwei,115.365278,22.775,3,441500401,
846,G441503,1695A,44,广东,441500,4415,汕尾市,汕尾,汕尾市,新城中学,国控站,,Guangdong,Shanwei,115.362222,22.7925,3,441500403,
847,G440701,1386A,44,广东,440700,4407,江门市,江门,江门市,东湖,国控站,,Guangdong,Jiangmen,113.082,22.5931,3,440700001,对照点
848,G440702,1383A,44,广东,440700,4407,江门市,江门,江门市,北街,国控站,,Guangdong,Jiangmen,113.104,22.6069,3,44070051,
849,G440703,1385A,44,广东,440700,4407,江门市,江门,江门市,圭峰西,国控站,,Guangdong,Jiangmen,113.024,22.5328,3,44070054,
850,G440704,1384A,44,广东,440700,4407,江门市,江门,江门市,西区,国控站,,Guangdong,Jiangmen,113.074,22.5811,3,44070053,
851,G320211,2000A,32,江苏,320281,3202,江阴市,江阴,江阴市,五星公园,国控站,,Jiangsu,Jiangyin,120.2446,31.90682,3,,
852,G320212,2001A,32,江苏,320281,3202,江阴市,江阴,江阴市,第二实验小学,国控站,,Jiangsu,Jiangyin,120.3077,31.9185,3,320281003,
853,G320213,1999A,32,江苏,320281,3202,江阴市,江阴,江阴市,虹桥邮政,国控站,,Jiangsu,Jiangyin,120.2728,31.9176,3,,
854,G341701,2315A,34,安徽,341700,3417,池州市,池州,池州市,平天湖,国控站,,Anhui,Chizhou,117.4974,30.6539,3,341700013,对照点
855,G341702,2314A,34,安徽,341700,3417,池州市,池州,池州市,池州学院,国控站,,Anhui,Chizhou,117.4697,30.6617,3,341700515,
856,G341703,2313A,34,安徽,341700,3417,池州市,池州,池州市,环保大楼,国控站,,Anhui,Chizhou,117.491568,30.6648,3,,
857,G210101,1102A,21,辽宁,210100,2101,沈阳市,沈阳,沈阳市,东陵路,国控站,,Liaoning,Shenyang,123.542,41.8336,1,210100100,
858,G210102,1108A,21,辽宁,210100,2101,沈阳市,沈阳,沈阳市,京沈街,国控站,,Liaoning,Shenyang,123.355,41.8283,1,210100103,
859,G210103,1107A,21,辽宁,210100,2101,沈阳市,沈阳,沈阳市,南十东路,国控站,,Liaoning,Shenyang,123.429096,41.796767,1,,已停运
860,G210104,1106A,21,辽宁,210100,2101,沈阳市,沈阳,沈阳市,太原街,国控站,,Liaoning,Shenyang,123.4,41.7972,3,21010096,
861,G210105,1105A,21,辽宁,210100,2101,沈阳市,沈阳,沈阳市,小河沿,国控站,,Liaoning,Shenyang,123.478,41.7775,3,21010097,
862,G210106,1104A,21,辽宁,210100,2101,沈阳市,沈阳,沈阳市,文化路,国控站,,Liaoning,Shenyang,123.41,41.765,1,21010098,
863,G210107,1100A,21,辽宁,210100,2101,沈阳市,沈阳,沈阳市,新秀街,国控站,,Liaoning,Shenyang,123.439,41.7089,1,210100102,
864,G210108,1098A,21,辽宁,210100,2101,沈阳市,沈阳,沈阳市,森林路,国控站,,Liaoning,Shenyang,123.642,41.8333,1,210100003,
865,G210109,1101A,21,辽宁,210100,2101,沈阳市,沈阳,沈阳市,沧海路,国控站,,Liaoning,Shenyang,123.429096,41.796767,1,,已停运
866,G210110,1099A,21,辽宁,210100,2101,沈阳市,沈阳,沈阳市,浑南东路,国控站,,Liaoning,Shenyang,123.535,41.7561,1,210100104,
867,G210111,1103A,21,辽宁,210100,2101,沈阳市,沈阳,沈阳市,陵东街,国控站,,Liaoning,Shenyang,123.428,41.8472,1,21010099,
868,G130901,1073A,13,河北,130900,1309,沧州市,沧州,沧州市,市环保局,国控站,新华区,Hebei,Cangzhou,116.871,38.323,3,130900401,
869,G130902,1071A,13,河北,130900,1309,沧州市,沧州,沧州市,沧县城建局,国控站,新华区,Hebei,Cangzhou,116.885,38.299,3,130900402,
870,G130903,1072A,13,河北,130900,1309,沧州市,沧州,沧州市,电视转播站,国控站,运河区,Hebei,Cangzhou,116.858,38.325,3,130900403,
871,G451201,2516A,45,广西,451200,4512,河池市,河池,河池市,东仁乐园,国控站,,Guangxi,Hechi,108.2134,24.7121,3,451200012,对照点
872,G451202,2517A,45,广西,451200,4512,河池市,河池,河池市,市环保站,国控站,,Guangxi,Hechi,108.054,24.6928,3,451200109,
873,G451203,2518A,45,广西,451200,4512,河池市,河池,河池市,市疾控中心,国控站,,Guangxi,Hechi,108.1009,24.6967,3,451200120,
874,G441601,1697A,44,广东,441600,4416,河源市,河源,河源市,东埔,国控站,,Guangdong,Heyuan,114.698816,23.757006,1,441600401,
875,G441602,1696A,44,广东,441600,4416,河源市,河源,河源市,源西,国控站,,Guangdong,Heyuan,114.950036,23.6914366,1,441600001,对照点
876,G441603,1698A,44,广东,441600,4416,河源市,河源,河源市,老城,国控站,,Guangdong,Heyuan,114.694874,23.722691,1,441600403,
877,G350501,1613A,35,福建,350500,3505,泉州市,泉州,泉州市,万安,国控站,,Fujian,Quanzhou,118.065951,24.306781,3,350500053,
878,G350502,1612A,35,福建,350500,3505,泉州市,泉州,泉州市,津头埔,国控站,,Fujian,Quanzhou,118.601389,24.898889,3,350500052,
879,G350503,1611A,35,福建,350500,3505,泉州市,泉州,泉州市,涂山街,国控站,,Fujian,Quanzhou,118.581944,24.911667,3,350500051,
880,G350504,1614A,35,福建,350500,3505,泉州市,泉州,泉州市,清源山,国控站,,Fujian,Quanzhou,118.593889,24.9425,3,350500050,对照点
881,G370901,1657A,37,山东,370900,3709,泰安市,泰安,泰安市,人口学校,国控站,泰山区,Shandong,Tai'an,117.0980556,36.19416667,3,370900052,
882,G370902,1658A,37,山东,370900,3709,泰安市,泰安,泰安市,电力学校,国控站,泰山区,Shandong,Tai'an,117.1180556,36.17583333,3,370900053,
883,G370903,1656A,37,山东,370900,3709,泰安市,泰安,泰安市,监测站,国控站,,Shandong,Tai'an,117.1536111,36.1941667,3,370900051,
884,G321201,1206A,32,江苏,321200,3212,泰州市,泰州,泰州市,公园路,国控站,,Jiangsu,Taizhou,119.9,32.48666667,3,321200405,
885,G321202,1209A,32,江苏,321200,3212,泰州市,泰州,泰州市,留学生创业园,国控站,,Jiangsu,Taizhou,119.8883333,32.46388889,3,321200408,
886,G321203,1207A,32,江苏,321200,3212,泰州市,泰州,泰州市,莲花,国控站,,Jiangsu,Taizhou,119.9444444,32.47611111,3,321200406,
887,G321204,1208A,32,江苏,321200,3212,泰州市,泰州,泰州市,高港区政府,国控站,,Jiangsu,Taizhou,119.878754,32.319413,3,,
888,G510501,1893A,51,四川,510500,5105,泸州市,泸州,泸州市,九狮山,国控站,市区,Sichuan,Luzhou,105.4306,28.9583,3,510500050,对照点
889,G510502,1895A,51,四川,510500,5105,泸州市,泸州,泸州市,兰田宪桥,国控站,市区,Sichuan,Luzhou,105.4322,28.8558,3,510500404,
890,G510503,1894A,51,四川,510500,5105,泸州市,泸州,泸州市,小市上码头,国控站,市区,Sichuan,Luzhou,105.4436,28.9026,3,510500401,
891,G510504,1896A,51,四川,510500,5105,泸州市,泸州,泸州市,市环监站,国控站,市区,Sichuan,Luzhou,105.4388,28.883,3,510500251,
892,G410301,1811A,41,河南,410300,4103,洛阳市,洛阳,洛阳市,中信二小,国控站,,Henan,Luoyang,112.3627778,34.66916667,3,410300051,
893,G410302,1812A,41,河南,410300,4103,洛阳市,洛阳,洛阳市,市委党校,国控站,,Henan,Luoyang,112.3938889,34.65111111,3,410300052,
894,G410303,1817A,41,河南,410300,4103,洛阳市,洛阳,洛阳市,市委新办公区,国控站,,Henan,Luoyang,112.4275,34.62583333,3,410300057,
895,G410304,1813A,41,河南,410300,4103,洛阳市,洛阳,洛阳市,市监测站,国控站,,Henan,Luoyang,112.433333,34.67,3,410300053,
896,G410305,1816A,41,河南,410300,4103,洛阳市,洛阳,洛阳市,开发区管委会,国控站,,Henan,Luoyang,112.3844444,34.62305556,3,410300056,
897,G410306,1815A,41,河南,410300,4103,洛阳市,洛阳,洛阳市,河南林校,国控站,,Henan,Luoyang,112.4830556,34.68694444,3,410300055,
898,G410307,1814A,41,河南,410300,4103,洛阳市,洛阳,洛阳市,豫西宾馆,国控站,,Henan,Luoyang,112.4663889,34.68694444,3,410300054,
899,G370101,1300A,37,山东,370100,3701,济南市,济南,济南市,农科所,国控站,槐荫区,Shandong,Jinan,116.945,36.663,3,370100057,
900,G370102,1305A,37,山东,370100,3701,济南市,济南,济南市,市监测站,国控站,历下区,Shandong,Jinan,117.0486111,36.66222222,3,370100052,
901,G370103,1301A,37,山东,370100,3701,济南市,济南,济南市,开发区,国控站,高新区,Shandong,Jinan,117.1247222,36.68538889,3,370100056,
902,G370104,1304A,37,山东,370100,3701,济南市,济南,济南市,机床二厂,国控站,槐荫区,Shandong,Jinan,116.9427778,36.64088889,3,370100054,
903,G370105,1302A,37,山东,370100,3701,济南市,济南,济南市,济南化工厂,国控站,,Shandong,Jinan,116.989,36.6872,3,370100051,
904,G370106,1303A,37,山东,370100,3701,济南市,济南,济南市,省种子仓库,国控站,历城区,Shandong,Jinan,117.0602778,36.68527778,3,370100053,
905,G370107,1299A,37,山东,370100,3701,济南市,济南,济南市,科干所,国控站,市中区,Shandong,Jinan,116.9880556,36.61138889,3,370100055,
906,G370108,1306A,37,山东,370100,3701,济南市,济南,济南市,长清党校,国控站,,Shandong,Jinan,116.734,36.5336,3,370100058,
907,G370801,1653A,37,山东,370800,3708,济宁市,济宁,济宁市,火炬城,国控站,开发区,Shandong,Jining,116.6376111,35.43677778,3,370800051,
908,G370802,1655A,37,山东,370800,3708,济宁市,济宁,济宁市,电化厂,国控站,任城区,Shandong,Jining,116.5476111,35.39088889,3,370800053,
909,G370803,1654A,37,山东,370800,3708,济宁市,济宁,济宁市,监测站,国控站,市中区,Shandong,Jining,116.6186111,35.40888889,3,370800052,
910,G630201,2670A,63,青海,630200,6302,海东市,海东,海东地区,平安县,国控站,,Qinghai,,102.1086,36.4997,3,,
911,G632201,2671A,63,青海,632200,6322,海北藏族自治州,海北,海北藏族自治州,海晏县西海镇,国控站,,Qinghai,Haibei,100.9048,36.9639,3,632200051,
912,G632501,2673A,63,青海,632500,6325,海南藏族自治州,海南,海南藏族自治州,共和县恰卜恰镇,国控站,,Qinghai,Hainan,100.6236039,36.2757528,3,632500051,
913,G460101,1409A,46,海南,460100,4601,海口市,海口,海口市,东寨港,国控站,,Hainan,Haikou,110.576,19.9507,3,460100001,对照点
914,G460102,1410A,46,海南,460100,4601,海口市,海口,海口市,海南大学,国控站,,Hainan,Haikou,110.323,20.0574,3,460100052,
915,G460103,1412A,46,海南,460100,4601,海口市,海口,海口市,海南师范大学,国控站,,Hainan,Haikou,110.338,19.9969,3,460100054,
916,G460104,1411A,46,海南,460100,4601,海口市,海口,海口市,秀英海南医院,国控站,,Hainan,Haikou,110.283,20.0053,3,460100053,
917,G460105,1413A,46,海南,460100,4601,海口市,海口,海口市,龙华路环保局宿舍,国控站,,Hainan,Haikou,110.33,20.0356,3,460100051,
918,G632801,2676A,63,青海,632800,6328,海西蒙古族藏族自治州,海西,海西蒙古族藏族自治州,德令哈市,国控站,,Qinghai,Haixi,97.3731,37.3753,3,632800051,
919,G320606,2008A,32,江苏,320684,3206,海门市,海门,海门市,海门市监测站,国控站,,Jiangsu,Haimen,121.1774,31.89383,3,320684001,
920,G320607,,32,江苏,320684,3206,海门市,海门,海门市,蓓蕾幼儿园,国控站,,Jiangsu,Haimen,121.1588991,31.8943569,3,,"原file_code为2009A,与社会福利院重复，现已停运"
921,G370301,1636A,37,山东,370300,3703,淄博市,淄博,淄博市,三金集团,国控站,周村区,Shandong,Zibo,117.8511111,36.80416667,3,370300056,
922,G370302,1632A,37,山东,370300,3703,淄博市,淄博,淄博市,东风化工厂,国控站,张店区,Shandong,Zibo,118.0447222,36.83805556,3,370300052,
923,G370303,1631A,37,山东,370300,3703,淄博市,淄博,淄博市,人民公园,国控站,张店区,Shandong,Zibo,118.0422222,36.80833333,3,370300051,
924,G370304,1633A,37,山东,370300,3703,淄博市,淄博,淄博市,双山,国控站,博山区,Shandong,Zibo,117.8477778,36.49722222,3,370300053,
925,G370305,1634A,37,山东,370300,3703,淄博市,淄博,淄博市,气象站,国控站,淄川区,Shandong,Zibo,117.9544444,36.63777778,3,370300054,
926,G370306,1635A,37,山东,370300,3703,淄博市,淄博,淄博市,莆田园,国控站,临淄区,Shandong,Zibo,118.3091667,36.81972222,3,370300055,
927,G340601,2283A,34,安徽,340600,3406,淮北市,淮北,淮北市,烈山区政府,国控站,,Anhui,Huaibei,116.8067,33.8997,3,340600414,
928,G340602,2282A,34,安徽,340600,3406,淮北市,淮北,淮北市,监测站,国控站,,Anhui,Huaibei,116.8008,33.975,3,340600413,
929,G340603,2284A,34,安徽,340600,3406,淮北市,淮北,淮北市,职业技术学院,国控站,,Anhui,Huaibei,116.7844,33.9461,3,340600416,
930,G340401,2280A,34,安徽,340400,3404,淮南市,淮南,淮南市,八公山区政府,国控站,,Anhui,Huainan,116.8306,32.6319,3,340400527,
931,G340402,2276A,34,安徽,340400,3404,淮南市,淮南,淮南市,大通区政府,国控站,,Anhui,Huainan,117.0417,32.6611,3,,已停运
932,G340403,2278A,34,安徽,340400,3404,淮南市,淮南,淮南市,师范学院,国控站,,Anhui,Huainan,117.0083,32.645,3,340400525,
933,G340404,2277A,34,安徽,340400,3404,淮南市,淮南,淮南市,潘集区政府,国控站,,Anhui,Huainan,116.8028,32.7639,3,340400524,
934,G340405,2281A,34,安徽,340400,3404,淮南市,淮南,淮南市,焦岗湖风景区管理处,国控站,,Anhui,Huainan,116.7039,32.625,3,340400001,对照点
935,G340406,2874A,34,安徽,340400,3404,淮南市,淮南,淮南市,益益乳业工业园,国控站,,Anhui,Huainan,117.016,32.65,1,340400528,
936,G340407,2279A,34,安徽,340400,3404,淮南市,淮南,淮南市,谢家集区政府,国控站,,Anhui,Huainan,116.8556,32.6028,3,340400526,
937,G320801,1211A,32,江苏,320800,3208,淮安市,淮安,淮安市,北京南路,国控站,,Jiangsu,Huai'an,119.0079056,33.57803889,3,320800402,
938,G320802,1212A,32,江苏,320800,3208,淮安市,淮安,淮安市,市监测站,国控站,,Jiangsu,Huai'an,118.9994444,33.60722222,3,320800403,
939,G320803,1213A,32,江苏,320800,3208,淮安市,淮安,淮安市,楚州区监测站,国控站,,Jiangsu,Huai'an,119.1411111,33.50305556,3,320800413,
940,G320804,1214A,32,江苏,320800,3208,淮安市,淮安,淮安市,淮阴区监测站,国控站,,Jiangsu,Huai'an,119.0122222,33.62694444,3,320800412,
941,G320805,1210A,32,江苏,320800,3208,淮安市,淮安,淮安市,钵池山,国控站,,Jiangsu,Huai'an,119.0567889,33.59919444,3,320800401,
